decision_step	day_zero_based	hour_zero_based	player	farmer	hands	market
279	11	15	Majkel1337	"[""WATER""]"	"[[""WATER""], [""WATER""], [""EAST""], [""FEED""], [""WATER""], [""HARVEST""], [""PLANT"", ""WHEAT""], [""EAST""], [""HARVEST""], [""WATER""], [""WATER""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
279	11	15	DSM	"[""WATER""]"	"[[""WATER""], [""EAST""], [""NORTH""], [""FEED""], [""WATER""], [""HARVEST""], [""PLANT"", ""WHEAT""], [""EAST""], [""HARVEST""], [""WATER""], [""WEST""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
280	11	16	Majkel1337	"[""WEST""]"	"[[""NORTH""], [""SOUTH""], [""WATER""], [""CARE""], [""EAST""], [""PLANT"", ""WHEAT""], [""WATER""], [""COLLECT_FERTILIZER""], [""PLANT"", ""WHEAT""], [""EAST""], [""NORTH""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
280	11	16	DSM	"[""WEST""]"	"[[""NORTH""], [""WATER""], [""WATER""], [""CARE""], [""EAST""], [""PLANT"", ""WHEAT""], [""WATER""], [""COLLECT_FERTILIZER""], [""PLANT"", ""WHEAT""], [""EAST""], [""WATER""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
281	11	17	Majkel1337	"[""WATER""]"	"[[""WATER""], [""WATER""], [""NORTH""], [""NORTH""], [""WATER""], [""WATER""], [""WEST""], [""SOUTH""], [""WATER""], [""WATER""], [""NORTH""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
281	11	17	DSM	"[""WATER""]"	"[[""WATER""], [""WEST""], [""NORTH""], [""NORTH""], [""WATER""], [""WATER""], [""WEST""], [""SOUTH""], [""WATER""], [""WATER""], [""WEST""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
282	11	18	Majkel1337	"[""WEST""]"	"[[""HARVEST""], [""WEST""], [""WATER""], [""WATER""], [""EAST""], [""SOUTH""], [""WEST""], [""WEST""], [""SOUTH""], [""EAST""], [""SOUTH""]]"	[]
282	11	18	DSM	"[""WEST""]"	"[[""EAST""], [""WEST""], [""WATER""], [""WATER""], [""EAST""], [""EAST""], [""WEST""], [""WEST""], [""SOUTH""], [""EAST""], [""WATER""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
283	11	19	Majkel1337	"[""WEST""]"	"[[""PLANT"", ""WHEAT""], [""WATER""], [""NORTH""], [""EAST""], [""WATER""], [""WATER""], [""WATER""], [""WEST""], [""EAST""], [""WATER""], [""WATER""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
283	11	19	DSM	"[""WEST""]"	"[[""EAST""], [""WATER""], [""HARVEST""], [""NORTH""], [""WATER""], [""WATER""], [""WATER""], [""WEST""], [""EAST""], [""WATER""], [""HARVEST""]]"	[]
284	11	20	Majkel1337	"[""FERTILIZE""]"	"[[""WATER""], [""SOUTH""], [""WATER""], [""WATER""], [""EAST""], [""HARVEST""], [""NORTH""], [""WEST""], [""WATER""], [""EAST""], [""SOUTH""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
284	11	20	DSM	"[""FERTILIZE""]"	"[[""WATER""], [""NORTH""], [""PLANT"", ""WHEAT""], [""EAST""], [""EAST""], [""HARVEST""], [""NORTH""], [""WEST""], [""WATER""], [""EAST""], [""PLANT"", ""WHEAT""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
285	11	21	Majkel1337	"[""SOUTH""]"	"[[""NORTH""], [""PLANT"", ""WHEAT""], [""NORTH""], [""SOUTH""], [""WATER""], [""PLANT"", ""WHEAT""], [""WATER""], [""PLANT"", ""WHEAT""], [""HARVEST""], [""WATER""], [""WEST""]]"	[]
285	11	21	DSM	"[""SOUTH""]"	"[[""HARVEST""], [""SOUTH""], [""WATER""], [""EAST""], [""EAST""], [""PLANT"", ""WHEAT""], [""WATER""], [""PLANT"", ""WHEAT""], [""SOUTH""], [""WATER""], [""WATER""]]"	[]
286	11	22	Majkel1337	"[""EAST""]"	"[[""WATER""], [""WATER""], [""WATER""], [""WATER""], [""EAST""], [""WATER""], [""EAST""], [""WATER""], [""PLANT"", ""WHEAT""], [""EAST""], [""WATER""]]"	[]
286	11	22	DSM	"[""EAST""]"	"[[""PLANT"", ""WHEAT""], [""WATER""], [""NORTH""], [""WATER""], [""WATER""], [""WATER""], [""EAST""], [""WATER""], [""WATER""], [""EAST""], [""SOUTH""]]"	[]
287	11	23	Majkel1337	"[""FERTILIZE""]"	"[[""NORTH""], [""NORTH""], [""NORTH""], [""NORTH""], [""WATER""], [""EAST""], [""WATER""], [""NORTH""], [""WATER""], [""WATER""], [""NORTH""]]"	[]
287	11	23	DSM	"[""FERTILIZE""]"	"[[""WATER""], [""SOUTH""], [""WATER""], [""WEST""], [""WEST""], [""SOUTH""], [""WATER""], [""NORTH""], [""SOUTH""], [""WATER""], [""WATER""]]"	[]
288	12	0	Majkel1337	"[""HARVEST""]"	[]	"[[""SELL"", ""MELON"", 6], [""SELL"", ""FERTILIZER"", 14], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""]]"
288	12	0	DSM	"[""HARVEST""]"	[]	"[[""SELL"", ""MELON"", 6], [""SELL"", ""FERTILIZER"", 14], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""]]"
289	12	1	Majkel1337	"[""PLACE"", ""MILK"", 3]"	"[[""HARVEST""], [""PICKUP"", ""WHEAT"", 6], [""PICKUP"", ""WHEAT"", 6], [""NORTH""], [""EAST""], [""WEST""], [""NORTH""], [""NORTH""]]"	"[[""HIRE""], [""HIRE""], [""HIRE""], [""BUY_SEED"", ""TOMATO"", 1]]"
289	12	1	DSM	"[""PLACE"", ""MILK"", 3]"	"[[""HARVEST""], [""PICKUP"", ""WHEAT"", 5], [""PICKUP"", ""WHEAT"", 6], [""NORTH""], [""EAST""], [""WEST""], [""NORTH""], [""NORTH""]]"	"[[""SELL"", ""WHEAT"", 16], [""HIRE""], [""HIRE""], [""HIRE""]]"
290	12	2	Majkel1337	"[""WEST""]"	"[[""PLACE"", ""WOOL"", 6], [""FEED""], [""NORTH""], [""HARVEST""], [""HARVEST""], [""NORTH""], [""EAST""], [""NORTH""], [""NORTH""], [""SOUTH""], [""NORTH""]]"	[]
290	12	2	DSM	"[""WEST""]"	"[[""PLACE"", ""WOOL"", 6], [""FEED""], [""NORTH""], [""HARVEST""], [""HARVEST""], [""NORTH""], [""EAST""], [""NORTH""], [""NORTH""], [""SOUTH""], [""NORTH""]]"	[]
291	12	3	Majkel1337	"[""HARVEST""]"	"[[""PICKUP"", ""WHEAT"", 5], [""CARE""], [""EAST""], [""SOUTH""], [""WEST""], [""WEST""], [""EAST""], [""WEST""], [""NORTH""], [""SOUTH""], [""EAST""]]"	"[[""SELL"", ""WOOL"", 6]]"
291	12	3	DSM	"[""HARVEST""]"	"[[""PICKUP"", ""WHEAT"", 4], [""CARE""], [""EAST""], [""SOUTH""], [""WEST""], [""WEST""], [""EAST""], [""WEST""], [""NORTH""], [""WATER""], [""EAST""]]"	"[[""SELL"", ""WOOL"", 6]]"
292	12	4	Majkel1337	"[""EAST""]"	"[[""FEED""], [""COLLECT_FERTILIZER""], [""FEED""], [""PLACE"", ""WOOL"", 4], [""PLACE"", ""WOOL"", 6], [""HARVEST""], [""EAST""], [""WEST""], [""WEST""], [""WATER""], [""COLLECT_FERTILIZER""]]"	[]
292	12	4	DSM	"[""EAST""]"	"[[""FEED""], [""COLLECT_FERTILIZER""], [""FEED""], [""PLACE"", ""WOOL"", 4], [""PLACE"", ""WOOL"", 6], [""HARVEST""], [""EAST""], [""WEST""], [""WEST""], [""SOUTH""], [""COLLECT_FERTILIZER""]]"	"[[""SELL"", ""WOOL"", 8]]"
293	12	5	Majkel1337	"[""PLACE"", ""WOOL"", 4]"	"[[""CARE""], [""WEST""], [""CARE""], [""PICKUP"", ""WHEAT"", 5], [""PICKUP"", ""WHEAT"", 5], [""EAST""], [""EAST""], [""WATER""], [""WEST""], [""SOUTH""], [""NORTH""]]"	"[[""SELL"", ""WOOL"", 10]]"
293	12	5	DSM	"[""PLACE"", ""WOOL"", 4]"	"[[""CARE""], [""WEST""], [""CARE""], [""PICKUP"", ""WHEAT"", 4], [""PICKUP"", ""WHEAT"", 4], [""EAST""], [""EAST""], [""WATER""], [""WEST""], [""WATER""], [""NORTH""]]"	"[[""SELL"", ""WOOL"", 4]]"
294	12	6	Majkel1337	"[""PICKUP"", ""WHEAT"", 4]"	"[[""COLLECT_FERTILIZER""], [""FEED""], [""EAST""], [""FEED""], [""NORTH""], [""EAST""], [""WATER""], [""HARVEST""], [""NORTH""], [""WATER""], [""HARVEST""]]"	"[[""SELL"", ""WOOL"", 4]]"
294	12	6	DSM	"[""PICKUP"", ""WHEAT"", 3]"	"[[""COLLECT_FERTILIZER""], [""FEED""], [""EAST""], [""FEED""], [""NORTH""], [""EAST""], [""WATER""], [""HARVEST""], [""NORTH""], [""HARVEST""], [""HARVEST""]]"	"[[""SELL"", ""WOOL"", 1]]"
295	12	7	Majkel1337	"[""NORTH""]"	"[[""NORTH""], [""CARE""], [""FEED""], [""CARE""], [""NORTH""], [""DROP""], [""NORTH""], [""SOUTH""], [""NORTH""], [""WEST""], [""SOUTH""]]"	[]
295	12	7	DSM	"[""NORTH""]"	"[[""NORTH""], [""CARE""], [""FEED""], [""CARE""], [""NORTH""], [""DROP""], [""NORTH""], [""SOUTH""], [""NORTH""], [""PLANT"", ""WHEAT""], [""SOUTH""]]"	"[[""SELL"", ""WOOL"", 1]]"
296	12	8	Majkel1337	"[""FEED""]"	"[[""FEED""], [""COLLECT_FERTILIZER""], [""CARE""], [""WEST""], [""FEED""], [""COLLECT_FERTILIZER""], [""WATER""], [""SOUTH""], [""WEST""], [""WATER""], [""WEST""]]"	"[[""SELL"", ""WOOL"", 4]]"
296	12	8	DSM	"[""FEED""]"	"[[""FEED""], [""COLLECT_FERTILIZER""], [""CARE""], [""WEST""], [""FEED""], [""COLLECT_FERTILIZER""], [""WATER""], [""SOUTH""], [""WEST""], [""WATER""], [""WEST""]]"	"[[""SELL"", ""WOOL"", 4]]"
297	12	9	Majkel1337	"[""CARE""]"	"[[""CARE""], [""SOUTH""], [""COLLECT_FERTILIZER""], [""FEED""], [""CARE""], [""WEST""], [""NORTH""], [""EAST""], [""WATER""], [""WEST""], [""DROP""]]"	[]
297	12	9	DSM	"[""CARE""]"	"[[""CARE""], [""SOUTH""], [""COLLECT_FERTILIZER""], [""FEED""], [""CARE""], [""WEST""], [""NORTH""], [""EAST""], [""WATER""], [""SOUTH""], [""DROP""]]"	[]
298	12	10	Majkel1337	"[""COLLECT_FERTILIZER""]"	"[[""COLLECT_FERTILIZER""], [""WATER""], [""HARVEST""], [""CARE""], [""COLLECT_FERTILIZER""], [""WEST""], [""WATER""], [""EAST""], [""HARVEST""], [""WATER""], [""PICKUP"", ""WHEAT"", 3]]"	"[[""SELL"", ""WOOL"", 6], [""SELL"", ""FERTILIZER"", 1]]"
298	12	10	DSM	"[""COLLECT_FERTILIZER""]"	"[[""COLLECT_FERTILIZER""], [""WATER""], [""HARVEST""], [""CARE""], [""COLLECT_FERTILIZER""], [""WEST""], [""WATER""], [""EAST""], [""HARVEST""], [""WATER""], [""PICKUP"", ""WHEAT"", 3]]"	"[[""SELL"", ""WOOL"", 6], [""SELL"", ""FERTILIZER"", 1]]"
299	12	11	Majkel1337	"[""NORTH""]"	"[[""EAST""], [""SOUTH""], [""EAST""], [""WEST""], [""EAST""], [""WEST""], [""NORTH""], [""DROP""], [""PLANT"", ""STRAWBERRY""], [""SOUTH""], [""EAST""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
299	12	11	DSM	"[""NORTH""]"	"[[""EAST""], [""WEST""], [""EAST""], [""WEST""], [""EAST""], [""WEST""], [""NORTH""], [""DROP""], [""PLANT"", ""STRAWBERRY""], [""WEST""], [""EAST""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
300	12	12	Majkel1337	"[""FEED""]"	"[[""FEED""], [""WATER""], [""FEED""], [""FEED""], [""FEED""], [""WEST""], [""WATER""], [""WEST""], [""WATER""], [""WATER""], [""EAST""]]"	"[[""SELL"", ""MELON"", 6]]"
300	12	12	DSM	"[""FEED""]"	"[[""FEED""], [""WATER""], [""FEED""], [""FEED""], [""FEED""], [""WEST""], [""NORTH""], [""WEST""], [""WATER""], [""WATER""], [""EAST""]]"	"[[""SELL"", ""MELON"", 6]]"
301	12	13	Majkel1337	"[""CARE""]"	"[[""CARE""], [""WEST""], [""CARE""], [""CARE""], [""CARE""], [""FERTILIZE""], [""NORTH""], [""COLLECT_FERTILIZER""], [""WEST""], [""WEST""], [""NORTH""]]"	[]
301	12	13	DSM	"[""CARE""]"	"[[""CARE""], [""HARVEST""], [""CARE""], [""CARE""], [""CARE""], [""FERTILIZE""], [""WATER""], [""COLLECT_FERTILIZER""], [""WEST""], [""SOUTH""], [""NORTH""]]"	[]
302	12	14	Majkel1337	"[""COLLECT_FERTILIZER""]"	"[[""COLLECT_FERTILIZER""], [""WATER""], [""COLLECT_FERTILIZER""], [""COLLECT_FERTILIZER""], [""COLLECT_FERTILIZER""], [""WATER""], [""WATER""], [""NORTH""], [""WATER""], [""WATER""], [""FEED""]]"	[]
302	12	14	DSM	"[""COLLECT_FERTILIZER""]"	"[[""COLLECT_FERTILIZER""], [""PLANT"", ""WHEAT""], [""COLLECT_FERTILIZER""], [""COLLECT_FERTILIZER""], [""COLLECT_FERTILIZER""], [""WATER""], [""HARVEST""], [""NORTH""], [""WATER""], [""WATER""], [""FEED""]]"	"[[""SELL"", ""WHEAT"", 6], [""BUY_SEED"", ""WHEAT"", 1]]"
303	12	15	Majkel1337	"[""HARVEST""]"	"[[""EAST""], [""NORTH""], [""NORTH""], [""WEST""], [""NORTH""], [""NORTH""], [""WEST""], [""NORTH""], [""HARVEST""], [""NORTH""], [""CARE""]]"	[]
303	12	15	DSM	"[""HARVEST""]"	"[[""EAST""], [""WATER""], [""NORTH""], [""WEST""], [""NORTH""], [""NORTH""], [""PLANT"", ""WHEAT""], [""WEST""], [""HARVEST""], [""WEST""], [""CARE""]]"	"[[""BUY_SEED"", ""WHEAT"", 1], [""BUY_SEED"", ""TOMATO"", 1]]"
304	12	16	Majkel1337	"[""NORTH""]"	"[[""HARVEST""], [""WATER""], [""WATER""], [""WATER""], [""WATER""], [""WATER""], [""WATER""], [""WEST""], [""SOUTH""], [""WATER""], [""COLLECT_FERTILIZER""]]"	[]
304	12	16	DSM	"[""WEST""]"	"[[""COLLECT_FERTILIZER""], [""NORTH""], [""WATER""], [""WATER""], [""WATER""], [""WATER""], [""WATER""], [""WEST""], [""SOUTH""], [""WATER""], [""COLLECT_FERTILIZER""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
305	12	17	Majkel1337	"[""WATER""]"	"[[""SOUTH""], [""HARVEST""], [""HARVEST""], [""NORTH""], [""WEST""], [""NORTH""], [""WEST""], [""PLANT"", ""TOMATO""], [""WATER""], [""HARVEST""], [""NORTH""]]"	"[[""SELL"", ""MILK"", 1]]"
305	12	17	DSM	"[""WATER""]"	"[[""HARVEST""], [""WATER""], [""HARVEST""], [""NORTH""], [""WEST""], [""NORTH""], [""WEST""], [""WEST""], [""WATER""], [""WEST""], [""HARVEST""]]"	[]
306	12	18	Majkel1337	"[""WEST""]"	"[[""WEST""], [""PLANT"", ""WHEAT""], [""PLANT"", ""WHEAT""], [""WATER""], [""WATER""], [""WATER""], [""WATER""], [""WATER""], [""EAST""], [""PLANT"", ""WHEAT""], [""WATER""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
306	12	18	DSM	"[""NORTH""]"	"[[""SOUTH""], [""WEST""], [""PLANT"", ""WHEAT""], [""WATER""], [""WATER""], [""WATER""], [""WATER""], [""FERTILIZE""], [""EAST""], [""WATER""], [""NORTH""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
307	12	19	Majkel1337	"[""WEST""]"	"[[""WEST""], [""WATER""], [""WATER""], [""NORTH""], [""NORTH""], [""EAST""], [""WEST""], [""EAST""], [""HARVEST""], [""WATER""], [""NORTH""]]"	"[[""BUY_SEED"", ""WHEAT"", 1], [""BUY_SEED"", ""TOMATO"", 1]]"
307	12	19	DSM	"[""WEST""]"	"[[""WEST""], [""WATER""], [""WATER""], [""NORTH""], [""NORTH""], [""EAST""], [""WEST""], [""NORTH""], [""HARVEST""], [""WEST""], [""WATER""]]"	[]
308	12	20	Majkel1337	"[""WATER""]"	"[[""DROP""], [""NORTH""], [""NORTH""], [""WATER""], [""WATER""], [""EAST""], [""WATER""], [""WATER""], [""WATER""], [""NORTH""], [""WATER""]]"	[]
308	12	20	DSM	"[""WATER""]"	"[[""WEST""], [""SOUTH""], [""NORTH""], [""WATER""], [""WATER""], [""EAST""], [""WATER""], [""EAST""], [""WATER""], [""WATER""], [""HARVEST""]]"	[]
309	12	21	Majkel1337	"[""FERTILIZE""]"	"[[""PICKUP"", ""WHEAT"", 3], [""WATER""], [""WATER""], [""WEST""], [""WEST""], [""NORTH""], [""SOUTH""], [""NORTH""], [""NORTH""], [""WATER""], [""EAST""]]"	"[[""SELL"", ""WOOL"", 4], [""SELL"", ""FERTILIZER"", 3], [""SELL"", ""MILK"", 1]]"
309	12	21	DSM	"[""FERTILIZE""]"	"[[""DROP""], [""WATER""], [""NORTH""], [""WEST""], [""EAST""], [""PLANT"", ""STRAWBERRY""], [""SOUTH""], [""EAST""], [""NORTH""], [""HARVEST""], [""PLANT"", ""WHEAT""]]"	[]
310	12	22	Majkel1337	"[""NORTH""]"	"[[""PICKUP"", ""WHEAT"", 1], [""WEST""], [""NORTH""], [""FERTILIZE""], [""WATER""], [""NORTH""], [""EAST""], [""WATER""], [""EAST""], [""NORTH""], [""WATER""]]"	[]
310	12	22	DSM	"[""NORTH""]"	"[[""PICKUP"", ""WHEAT"", 2], [""SOUTH""], [""WATER""], [""FERTILIZE""], [""WATER""], [""WATER""], [""WATER""], [""WATER""], [""EAST""], [""PLANT"", ""WHEAT""], [""WATER""]]"	"[[""SELL"", ""WOOL"", 6], [""SELL"", ""FERTILIZER"", 3]]"
311	12	23	Majkel1337	"[""FERTILIZE""]"	"[[""DROP""], [""WATER""], [""NORTH""], [""SOUTH""], [""WEST""], [""WATER""], [""NORTH""], [""NORTH""], [""WATER""], [""WATER""], [""NORTH""]]"	[]
311	12	23	DSM	"[""FERTILIZE""]"	"[[""DROP""], [""FERTILIZE""], [""SOUTH""], [""SOUTH""], [""WEST""], [""PASS""], [""EAST""], [""PASS""], [""WATER""], [""WATER""], [""EAST""]]"	"[[""SELL"", ""FERTILIZER"", 1]]"
312	13	0	Majkel1337	"[""PICKUP"", ""WHEAT"", 5]"	[]	"[[""SELL"", ""FERTILIZER"", 8], [""SELL"", ""MELON"", 2], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""]]"
312	13	0	DSM	"[""PICKUP"", ""WHEAT"", 4]"	[]	"[[""SELL"", ""FERTILIZER"", 5], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""], [""HIRE""]]"
313	13	1	Majkel1337	"[""WEST""]"	"[[""PICKUP"", ""WHEAT"", 5], [""PICKUP"", ""WHEAT"", 5], [""PICKUP"", ""WHEAT"", 6], [""NORTH""], [""PICKUP"", ""WHEAT"", 6], [""WEST""], [""SOUTH""], [""NORTH""]]"	"[[""HIRE""], [""HIRE""], [""HIRE""]]"
313	13	1	DSM	"[""WEST""]"	"[[""PICKUP"", ""WHEAT"", 5], [""PICKUP"", ""WHEAT"", 4], [""PICKUP"", ""WHEAT"", 5], [""NORTH""], [""PICKUP"", ""WHEAT"", 5], [""WEST""], [""SOUTH""], [""NORTH""]]"	"[[""SELL"", ""WOOL"", 6], [""HIRE""], [""HIRE""], [""HIRE""]]"
314	13	2	Majkel1337	"[""FEED""]"	"[[""FEED""], [""FEED""], [""NORTH""], [""WEST""], [""NORTH""], [""WEST""], [""SOUTH""], [""NORTH""], [""PICKUP"", ""WHEAT"", 4], [""CARE""], [""SOUTH""]]"	[]
314	13	2	DSM	"[""FEED""]"	"[[""FEED""], [""FEED""], [""NORTH""], [""WEST""], [""NORTH""], [""WEST""], [""SOUTH""], [""NORTH""], [""PICKUP"", ""WHEAT"", 4], [""CARE""], [""SOUTH""]]"	[]
315	13	3	Majkel1337	"[""CARE""]"	"[[""CARE""], [""CARE""], [""EAST""], [""WATER""], [""FEED""], [""WATER""], [""WEST""], [""NORTH""], [""FEED""], [""COLLECT_FERTILIZER""], [""SOUTH""]]"	[]
315	13	3	DSM	"[""CARE""]"	"[[""CARE""], [""CARE""], [""EAST""], [""WATER""], [""FEED""], [""WATER""], [""WEST""], [""NORTH""], [""FEED""], [""COLLECT_FERTILIZER""], [""WATER""]]"	[]
316	13	4	Majkel1337	"[""WEST""]"	"[[""COLLECT_FERTILIZER""], [""COLLECT_FERTILIZER""], [""FEED""], [""WEST""], [""CARE""], [""HARVEST""], [""WEST""], [""NORTH""], [""NORTH""], [""NORTH""], [""WATER""]]"	"[[""SELL"", ""WHEAT"", 4]]"
316	13	4	DSM	"[""WEST""]"	"[[""COLLECT_FERTILIZER""], [""COLLECT_FERTILIZER""], [""FEED""], [""WEST""], [""CARE""], [""HARVEST""], [""WEST""], [""NORTH""], [""NORTH""], [""NORTH""], [""WEST""]]"	[]
317	13	5	Majkel1337	"[""FEED""]"	"[[""NORTH""], [""WEST""], [""CARE""], [""WATER""], [""COLLECT_FERTILIZER""], [""PLANT"", ""WHEAT""], [""WATER""], [""WATER""], [""FEED""], [""WEST""], [""HARVEST""]]"	"[[""SELL"", ""MILK"", 2], [""SELL"", ""WHEAT"", 3], [""BUY_SEED"", ""WHEAT"", 1]]"
317	13	5	DSM	"[""FEED""]"	"[[""NORTH""], [""WEST""], [""CARE""], [""WATER""], [""COLLECT_FERTILIZER""], [""PLANT"", ""WHEAT""], [""WATER""], [""WATER""], [""FEED""], [""WEST""], [""WATER""]]"	"[[""SELL"", ""WHEAT"", 4], [""BUY_SEED"", ""WHEAT"", 1]]"
318	13	6	Majkel1337	"[""CARE""]"	"[[""EAST""], [""FEED""], [""COLLECT_FERTILIZER""], [""WEST""], [""NORTH""], [""WATER""], [""HARVEST""], [""WEST""], [""CARE""], [""WEST""], [""PLANT"", ""WHEAT""]]"	[]
318	13	6	DSM	"[""CARE""]"	"[[""EAST""], [""FEED""], [""COLLECT_FERTILIZER""], [""WEST""], [""NORTH""], [""WATER""], [""HARVEST""], [""WEST""], [""CARE""], [""WEST""], [""HARVEST""]]"	[]
319	13	7	Majkel1337	"[""COLLECT_FERTILIZER""]"	"[[""FEED""], [""CARE""], [""EAST""], [""WATER""], [""FEED""], [""WEST""], [""PLANT"", ""WHEAT""], [""WEST""], [""COLLECT_FERTILIZER""], [""WEST""], [""WATER""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
319	13	7	DSM	"[""COLLECT_FERTILIZER""]"	"[[""FEED""], [""CARE""], [""EAST""], [""WATER""], [""FEED""], [""WEST""], [""PLANT"", ""WHEAT""], [""WEST""], [""COLLECT_FERTILIZER""], [""WEST""], [""PLANT"", ""WHEAT""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
320	13	8	Majkel1337	"[""WEST""]"	"[[""CARE""], [""COLLECT_FERTILIZER""], [""FEED""], [""HARVEST""], [""CARE""], [""WATER""], [""WATER""], [""WATER""], [""NORTH""], [""WEST""], [""SOUTH""]]"	[]
320	13	8	DSM	"[""WEST""]"	"[[""CARE""], [""COLLECT_FERTILIZER""], [""FEED""], [""HARVEST""], [""CARE""], [""WATER""], [""WATER""], [""WATER""], [""NORTH""], [""WEST""], [""WATER""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
321	13	9	Majkel1337	"[""WATER""]"	"[[""COLLECT_FERTILIZER""], [""WEST""], [""CARE""], [""PLANT"", ""WHEAT""], [""COLLECT_FERTILIZER""], [""HARVEST""], [""WEST""], [""HARVEST""], [""FEED""], [""FERTILIZE""], [""WATER""]]"	"[[""SELL"", ""MILK"", 1], [""SELL"", ""WHEAT"", 2], [""BUY_SEED"", ""WHEAT"", 1]]"
321	13	9	DSM	"[""WATER""]"	"[[""COLLECT_FERTILIZER""], [""WEST""], [""CARE""], [""PLANT"", ""TOMATO""], [""COLLECT_FERTILIZER""], [""HARVEST""], [""SOUTH""], [""HARVEST""], [""FEED""], [""WATER""], [""SOUTH""]]"	"[[""SELL"", ""WHEAT"", 2], [""BUY_SEED"", ""WHEAT"", 1]]"
322	13	10	Majkel1337	"[""HARVEST""]"	"[[""EAST""], [""WEST""], [""COLLECT_FERTILIZER""], [""WATER""], [""EAST""], [""PLANT"", ""WHEAT""], [""WATER""], [""SOUTH""], [""CARE""], [""WATER""], [""WEST""]]"	"[[""SELL"", ""WHEAT"", 1], [""BUY_SEED"", ""WHEAT"", 1]]"
322	13	10	DSM	"[""HARVEST""]"	"[[""EAST""], [""WEST""], [""COLLECT_FERTILIZER""], [""WATER""], [""EAST""], [""PLANT"", ""WHEAT""], [""WATER""], [""SOUTH""], [""CARE""], [""HARVEST""], [""WEST""]]"	"[[""SELL"", ""WHEAT"", 2], [""BUY_SEED"", ""WHEAT"", 1]]"
323	13	11	Majkel1337	"[""PLANT"", ""WHEAT""]"	"[[""FEED""], [""WEST""], [""EAST""], [""NORTH""], [""FEED""], [""WATER""], [""HARVEST""], [""WATER""], [""COLLECT_FERTILIZER""], [""NORTH""], [""WATER""]]"	"[[""BUY_SEED"", ""WHEAT"", 1], [""BUY_SEED"", ""TOMATO"", 1]]"
323	13	11	DSM	"[""PLANT"", ""WHEAT""]"	"[[""FEED""], [""WEST""], [""EAST""], [""NORTH""], [""FEED""], [""WATER""], [""EAST""], [""WATER""], [""COLLECT_FERTILIZER""], [""NORTH""], [""WATER""]]"	"[[""SELL"", ""WHEAT"", 1], [""BUY_SEED"", ""WHEAT"", 1]]"
324	13	12	Majkel1337	"[""WATER""]"	"[[""CARE""], [""FERTILIZE""], [""FEED""], [""WATER""], [""CARE""], [""SOUTH""], [""PLANT"", ""WHEAT""], [""SOUTH""], [""NORTH""], [""WATER""], [""SOUTH""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
324	13	12	DSM	"[""WATER""]"	"[[""CARE""], [""FERTILIZE""], [""FEED""], [""WATER""], [""CARE""], [""SOUTH""], [""WATER""], [""HARVEST""], [""NORTH""], [""NORTH""], [""SOUTH""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
325	13	13	Majkel1337	"[""WEST""]"	"[[""COLLECT_FERTILIZER""], [""WATER""], [""CARE""], [""HARVEST""], [""COLLECT_FERTILIZER""], [""WATER""], [""WATER""], [""SOUTH""], [""WATER""], [""NORTH""], [""WATER""]]"	"[[""BUY_SEED"", ""WHEAT"", 1], [""BUY_SEED"", ""TOMATO"", 1]]"
325	13	13	DSM	"[""WEST""]"	"[[""COLLECT_FERTILIZER""], [""WATER""], [""CARE""], [""HARVEST""], [""COLLECT_FERTILIZER""], [""WATER""], [""HARVEST""], [""SOUTH""], [""WATER""], [""FERTILIZE""], [""WATER""]]"	"[[""BUY_SEED"", ""WHEAT"", 1]]"
